"n";"anno";"genere";"eta";"peso";"altezza";"dipsci";"dipcla";"diptec";"dipalt";"componenti";"occhiali";"fumo";"diploma"
2588;1995;1;20,80;57,00;168;1;0;0;0;4;1;1;"     sci"
2589;1995;1;20,70;60,00;173;0;1;0;0;4;1;0;"     cla"
2590;1995;1;20,80;70,00;165;1;0;0;0;6;1;0;"     sci"
2591;1995;1;19,20;54,00;162;1;0;0;0;3;0;0;"     sci"
2592;1995;1;19,10;61,00;171;1;0;0;0;3;1;1;"     sci"
2593;1995;1;21,40;65,00;173;0;1;0;0;4;0;1;"     cla"
2594;1995;0;20,30;85,00;187;0;0;1;0;4;1;0;"     tec"
2595;1995;0;23,70;71,00;168;0;0;1;0;3;0;0;"     tec"
2596;1995;0;25,80;76,00;183;0;0;1;0;4;0;1;"     tec"
2597;1995;0;21,20;65,00;178;0;0;1;0;4;0;0;"     tec"
2598;1995;0;22,70;70,00;185;0;0;1;0;4;0;0;"     tec"
2599;1995;1;21,00;80,00;175;0;1;0;0;4;0;0;"     cla"
2600;1995;1;20,70;65,00;162;0;0;1;0;7;1;0;"     tec"
2601;1995;0;23,70;65,00;180;0;0;1;0;4;1;0;"     tec"
2602;1995;0;19,30;80,00;190;1;0;0;0;5;0;1;"     sci"
2603;1995;0;19,30;69,00;170;1;0;0;0;4;0;0;"     sci"
2604;1995;0;19,40;78,00;174;1;0;0;0;3;0;0;"     sci"
2605;1995;0;19,10;62,00;170;1;0;0;0;5;0;0;"     sci"
2606;1995;0;20,80;84,00;173;1;0;0;0;3;0;1;"     sci"
2607;1995;1;20,30;49,00;161;0;1;0;0;4;1;1;"     cla"
2608;1995;0;21,70;61,00;168;1;0;0;0;4;1;0;"     sci"
2609;1995;0;21,60;70,00;180;0;0;1;0;6;1;0;"     tec"
2610;1995;0;21,60;85,00;177;0;1;0;0;4;0;0;"     cla"
2611;1995;1;21,00;52,00;160;1;0;0;0;7;1;1;"     sci"
2612;1995;1;19,10;47,00;157;1;0;0;0;4;1;0;"     sci"
2613;1995;1;22,00;56,70;163;0;1;0;0;4;0;0;"     cla"
2614;1995;1;20,20;55,00;166;0;0;1;0;3;0;0;"     tec"
2615;1995;0;21,70;77,00;177;1;0;0;0;4;1;0;"     sci"
2616;1995;0;20,80;61,00;166;1;0;0;0;5;1;0;"     sci"
2617;1995;0;21,10;75,00;174;1;0;0;0;3;0;0;"     sci"
2618;1995;1;20,80;58,00;167;0;0;1;0;4;1;0;"     tec"
2619;1995;0;28,10;74,00;179;0;1;0;0;3;0;0;"     cla"
2620;1995;0;21,50;70,00;184;0;1;0;0;3;0;0;"     cla"
2621;1995;0;38,60;85,00;173;0;0;1;0;3;0;1;"     tec"
2622;1995;0;24,50;70,00;172;0;1;0;0;8;0;0;"     cla"
2623;1995;0;20,70;78,00;175;0;0;1;0;4;0;1;"     tec"
2624;1995;1;25,70;54,00;160;0;1;0;0;4;1;0;"     cla"
2625;1995;0;20,80;80,00;175;0;0;1;0;5;0;0;"     tec"
2626;1995;0;21,60;71,00;175;0;0;1;0;4;1;0;"     tec"
2627;1995;1;20,60;60,00;170;0;0;1;0;4;1;0;"     tec"
2628;1995;1;22,00;66,00;180;0;0;0;1;5;1;0;"     alt"
2629;1995;1;25,60;55,00;167;1;0;0;0;6;1;0;"     sci"
2630;1995;1;25,10;50,00;158;0;0;1;0;3;1;1;"     tec"
2631;1995;0;20,60;61,00;170;0;0;1;0;4;0;0;"     tec"
2632;1995;0;20,80;79,00;170;1;0;0;0;4;0;1;"     sci"
2633;1995;1;21,40;57,00;160;0;0;1;0;5;0;0;"     tec"
2634;1995;0;20,30;75,00;183;0;0;1;0;4;0;0;"     tec"
2635;1995;1;19,10;58,00;163;0;1;0;0;6;1;0;"     cla"
2636;1995;1;19,10;56,00;164;1;0;0;0;4;0;0;"     sci"
2637;1995;0;27,40;65,00;170;1;0;0;0;5;0;1;"     sci"
2638;1995;1;20,50;63,00;168;1;0;0;0;4;1;0;"     sci"
2639;1995;0;20,60;76,00;180;1;0;0;0;5;0;0;"     sci"
2640;1995;0;21,60;89,00;178;1;0;0;0;3;0;0;"     sci"
2641;1995;0;23,50;80,00;175;0;0;0;1;4;1;0;"     alt"
2642;1995;1;20,70;60,00;163;0;0;0;1;3;0;0;"     alt"
2643;1995;1;20,10;50,00;167;0;0;1;0;5;1;1;"     tec"
2644;1995;0;32,70;81,00;186;1;0;0;0;3;0;0;"     sci"
2645;1995;0;22,00;74,00;172;0;0;1;0;4;0;1;"     tec"
2646;1995;0;24,00;75,00;185;0;0;1;0;4;0;0;"     tec"
2647;1995;0;22,20;68,00;172;0;0;1;0;4;0;0;"     tec"
2648;1995;1;21,70;46,00;160;0;0;1;0;3;1;0;"     tec"
2649;1995;1;20,30;70,00;154;0;1;0;0;7;1;0;"     cla"
2650;1995;0;20,80;61,50;169;1;0;0;0;4;0;0;"     sci"
2651;1995;1;19,20;63,50;162;1;0;0;0;5;1;0;"     sci"
2652;1995;1;19,10;53,00;160;0;0;1;0;5;1;0;"     tec"
2653;1995;1;20,60;52,00;167;0;0;1;0;4;0;0;"     tec"
2654;1995;1;20,80;54,00;165;0;0;1;0;5;0;0;"     tec"
2655;1995;1;19,30;53,00;160;0;0;1;0;3;1;0;"     tec"
2656;1995;0;21,90;79,00;185;0;0;1;0;5;0;1;"     tec"
2657;1995;0;21,00;67,00;178;1;0;0;0;4;0;0;"     sci"
2658;1995;0;19,80;65,00;169;0;0;1;0;4;1;0;"     tec"
2659;1995;1;20,90;50,00;160;0;0;1;0;5;1;0;"     tec"
2660;1995;1;23,00;53,00;167;0;0;1;0;5;1;0;"     tec"
2661;1995;1;20,40;69,00;172;1;0;0;0;4;1;1;"     sci"
2662;1995;1;22,00;54,00;158;0;0;1;0;3;0;0;"     tec"
2663;1995;0;20,10;75,00;174;0;0;0;1;6;0;0;"     alt"
2664;1995;0;20,30;87,00;189;1;0;0;0;5;1;0;"     sci"
2665;1995;0;22,00;80,00;178;0;0;1;0;5;0;1;"     tec"
2666;1995;1;20,60;58,00;160;0;1;0;0;5;0;1;"     cla"
2667;1995;1;20,30;65,00;180;0;0;1;0;3;0;1;"     tec"
2668;1995;1;21,40;44,00;160;0;0;1;0;4;1;0;"     tec"
2669;1995;0;19,10;65,00;175;1;0;0;0;3;1;0;"     sci"
2670;1995;0;20,80;77,00;178;0;0;1;0;2;1;0;"     tec"
2671;1995;0;24,20;77,00;175;0;0;1;0;3;1;1;"     tec"
2672;1995;1;20,30;57,00;169;1;0;0;0;6;0;0;"     sci"
2673;1995;1;20,30;64,00;170;0;1;0;0;7;0;0;"     cla"
2674;1995;1;27,80;80,00;168;0;1;0;0;7;0;0;"     cla"
2675;1995;1;21,00;75,00;173;0;0;1;0;6;1;0;"     tec"
2676;1995;1;19,10;53,00;162;1;0;0;0;7;0;1;"     sci"
2677;1995;1;21,20;55,00;160;0;0;1;0;5;0;0;"     tec"
2678;1995;1;20,30;58,00;171;0;1;0;0;4;1;0;"     cla"
2679;1995;0;24,60;68,00;170;0;0;1;0;4;0;1;"     tec"
2680;1995;0;24,40;100,00;182;0;0;1;0;4;1;0;"     tec"
2681;1995;1;20,80;85,00;165;1;0;0;0;4;0;0;"     sci"
2682;1995;1;21,00;53,00;158;1;0;0;0;5;1;0;"     sci"
2683;1995;0;20,30;60,00;170;0;0;1;0;4;1;0;"     tec"
2684;1995;0;19,20;63,00;171;0;1;0;0;8;0;0;"     cla"
2685;1995;0;19,30;76,00;178;1;0;0;0;3;0;1;"     sci"
2686;1995;1;22,00;57,00;157;0;1;0;0;4;0;0;"     cla"
2687;1995;0;21,30;85,00;175;0;0;1;0;4;1;1;"     tec"
2688;1995;1;22,00;50,00;163;0;0;1;0;5;0;1;"     tec"
2689;1995;1;23,10;63,00;172;0;1;0;0;5;0;1;"     cla"
2690;1995;1;21,40;69,00;171;0;0;1;0;4;1;0;"     tec"
2691;1995;0;19,70;85,00;190;0;1;0;0;5;1;0;"     cla"
2692;1995;1;20,90;52,00;158;0;1;0;0;5;1;0;"     cla"
2693;1995;0;20,60;75,00;178;0;0;1;0;4;1;1;"     tec"
2694;1995;1;19,30;58,00;167;0;1;0;0;4;1;0;"     cla"
2695;1995;0;21,40;74,00;175;0;1;0;0;5;1;0;"     cla"
2696;1995;1;20,80;55,00;163;0;1;0;0;3;1;1;"     cla"
2697;1995;0;19,20;65,00;165;0;0;1;0;6;0;0;"     tec"
2698;1995;0;20,80;72,00;191;0;0;1;0;7;0;0;"     tec"
2699;1995;1;20,70;53,00;168;0;0;0;1;6;1;0;"     alt"
2700;1995;1;20,80;54,00;167;0;1;0;0;3;0;0;"     cla"
2701;1995;1;21,30;60,00;165;0;0;0;1;4;1;0;"     alt"
2702;1995;1;21,40;54,00;160;0;0;0;1;5;1;1;"     alt"
2703;1995;1;22,60;55,00;158;0;0;0;1;5;1;0;"     alt"
2704;1995;1;20,90;55,00;163;0;0;1;0;4;1;0;"     tec"
2705;1995;0;27,30;72,00;172;0;1;0;0;6;1;1;"     cla"
2706;1995;0;21,30;68,00;172;0;1;0;0;5;1;0;"     cla"
2707;1995;1;20,30;56,00;170;0;0;0;1;6;0;0;"     alt"
2708;1995;0;27,50;60,00;172;0;0;1;0;6;0;0;"     tec"
2709;1995;1;20,60;60,00;164;1;0;0;0;5;1;0;"     sci"
2710;1995;0;20,60;86,00;190;0;0;1;0;4;0;0;"     tec"
2711;1995;1;23,40;61,00;166;0;1;0;0;5;1;0;"     cla"
2712;1995;0;23,70;100,00;173;0;1;0;0;4;1;0;"     cla"
2713;1995;0;22,70;65,00;167;1;0;0;0;4;0;0;"     sci"
2714;1995;0;19,50;65,00;180;1;0;0;0;4;1;0;"     sci"
2715;1995;1;21,00;56,00;166;0;0;0;1;5;0;0;"     alt"
2716;1995;1;20,30;73,00;168;1;0;0;0;6;0;1;"     sci"
2717;1995;1;20,60;70,00;160;0;0;0;1;4;0;1;"     alt"
2718;1995;0;21,80;66,00;173;1;0;0;0;6;0;0;"     sci"
2719;1995;0;20,40;82,00;185;1;0;0;0;4;0;0;"     sci"
2720;1995;1;21,20;59,00;161;0;0;1;0;4;0;0;"     tec"
2721;1995;0;22,80;78,00;180;1;0;0;0;4;1;0;"     sci"
2722;1995;1;23,10;60,00;167;0;0;1;0;4;1;0;"     tec"
2723;1995;1;21,90;55,00;165;0;1;0;0;4;1;0;"     cla"
2724;1995;0;21,80;90,00;194;1;0;0;0;5;0;1;"     sci"
2725;1995;0;21,20;70,00;177;1;0;0;0;4;1;1;"     sci"
2726;1995;1;19,50;59,00;169;0;1;0;0;4;1;0;"     cla"
2727;1995;1;22,20;65,00;153;0;0;1;0;5;0;1;"     tec"
2728;1995;1;19,60;51,00;168;1;0;0;0;4;0;0;"     sci"
2729;1995;1;20,20;55,00;167;0;0;1;0;5;0;0;"     tec"
2730;1995;0;24,60;100,00;184;0;0;1;0;6;0;0;"     tec"
2731;1995;1;20,60;52,00;166;0;0;1;0;4;1;0;"     tec"
2732;1995;0;27,00;72,00;186;0;0;1;0;5;1;0;"     tec"
2733;1995;1;20,80;65,00;171;0;1;0;0;5;0;1;"     cla"
2734;1995;1;23,70;62,00;166;0;0;1;0;7;1;0;"     tec"
2735;1995;1;22,00;72,00;168;1;0;0;0;5;0;1;"     sci"
2736;1995;1;24,00;58,00;167;1;0;0;0;4;1;0;"     sci"
2737;1995;0;25,90;78,00;186;0;0;1;0;4;1;0;"     tec"
2738;1995;1;19,50;60,00;165;0;0;1;0;5;0;0;"     tec"
2739;1995;0;25,40;98,00;192;0;0;1;0;5;1;0;"     tec"
2740;1995;1;21,00;53,00;165;0;0;1;0;5;0;0;"     tec"
2741;1995;1;20,50;53,00;160;0;0;0;1;4;1;0;"     alt"
2742;1995;1;22,70;55,00;168;1;0;0;0;6;1;0;"     sci"
2743;1995;1;22,10;58,00;165;0;0;1;0;4;1;0;"     tec"
2744;1995;0;23,20;90,00;188;0;0;1;0;5;0;0;"     tec"
2745;1995;1;19,80;61,00;168;0;0;0;1;7;0;0;"     alt"
2746;1995;1;19,10;53,00;170;1;0;0;0;4;0;1;"     sci"
2747;1995;0;20,80;78,00;186;0;0;1;0;6;1;1;"     tec"
2748;1995;1;19,50;61,00;158;1;0;0;0;4;1;0;"     sci"
2749;1995;1;20,90;60,00;165;0;0;0;1;4;1;0;"     alt"
2750;1995;1;19,60;60,00;155;1;0;0;0;4;1;0;"     sci"
2751;1995;0;20,60;73,00;173;1;0;0;0;4;0;0;"     sci"
2752;1995;0;20,40;85,00;175;0;0;1;0;5;0;0;"     tec"
2753;1995;0;20,80;98,00;181;1;0;0;0;2;0;0;"     sci"
2754;1995;1;19,10;60,00;157;0;1;0;0;3;1;0;"     cla"
2755;1995;1;20,80;59,00;162;0;0;1;0;4;0;1;"     tec"
2756;1995;0;20,60;69,00;175;0;0;1;0;4;1;0;"     tec"
2757;1995;1;22,00;57,00;172;0;1;0;0;5;1;1;"     cla"
2758;1995;1;21,40;50,00;160;0;0;0;1;6;1;1;"     alt"
2759;1995;0;25,50;110,00;193;0;0;1;0;4;0;0;"     tec"
